id_user,id_res,X,userId,resId
trangnguyen26122370,139308,0.9,29329,935
thaoxinh098,139308,0.68,27505,935
loannguyn0360,139308,0.6,18109,935
0962344839,139308,0.77,285,935
vminhtm,139308,0.74,31194,935
thutrangg4048,139308,0.8,28184,935
cuoinherang98,139308,0.61,5458,935
ngocyennn,139308,0.81,21238,935
ngocyennn,139308,0.65,21238,935
anhhanh28071997,139308,0.78,2784,935
bodeosoai_a_emnoidua,139308,0.76,4029,935
emsebuon_khianhluadoi_hp,139308,0.73,6916,935
hienkute2612,139308,0.87,13537,935
dichlenhietba3801,139308,0.81,5947,935
linhnguyen.dav,139308,0.6,17878,935
mr.aquila_hp,139308,0.69,19958,935
kieny_chike,139308,0.67,16350,935
khanhly16.cn,139308,0.5,16129,935
jedflyiing,139308,0.87,15569,935
thuha764_thuha764,139308,0.48,27988,935
thai.nguyen4421,139308,0.7,26882,935
jejebuster7386,139308,0.46,15571,935
minh.newstar,139308,0.45,19369,935
Linhtwin.0506,139308,0.66,1314,935
rabbitlyn1,139308,0.63,25501,935
0936112557,139308,0.85,240,935
katie.truongkhanh,139308,0.76,15868,935
01287310694,139308,0.79,51,935
Maruko289,139308,0.83,1387,935
htran.050694,139308,0.65,14694,935
duynguyen5900,139308,0.76,6779,935
Huongquynh92.tn,139308,0.62,1053,935
nilin,139308,0.66,22988,935
acute_sun,139308,0.72,2456,935
duynguyen5900,139308,0.76,6779,935
tuanminhnguyen7012,139308,0.91,30292,935
trngtrng9645,139308,0.85,29887,935
qunhnguyn6722,139308,0.94,25220,935
ngan.nguyen1291,139308,0.72,20656,935
sweet_love8023,139308,0.76,26551,935
nguyenanhtu1294,139308,0.86,21477,935
anhdt7777,139308,0.63,2768,935
jedflyiing,139308,0.86,15569,935
jodieklien,139308,0.64,15670,935
01675153481,282200,0.79,103,4363
meogau.ts,282200,0.47,19162,4363
pek0n_cute_hp,282200,0.88,23640,4363
trangpun,282200,0.73,29360,4363
f4muonnam_friend,282200,0.63,6990,4363
bchthyo,282200,0.58,3540,4363
kidu2508,282200,0.73,16330,4363
minhtmngth,282200,0.57,19642,4363
ces7lavie,282200,0.23,4623,4363
thelife_isbored,987314,0.72,27551,11192
Kimhanbin_96,987314,0.92,1207,11192
nganha.eunniekun,987314,0.47,20678,11192
chang_shi_tvxq,987314,0.54,4643,11192
Amy.93,719081,0.99,482,8065
phmvitanh6016,719081,0.82,24176,8065
thelife_isbored,1036992,0.78,27551,404
thelife_isbored,256178,0.83,27551,3693
khanhhoang05011058,256178,0.76,16099,3693
khanhhoang05011058,256178,0.84,16099,3693
thydng9711,256178,0.75,28457,3693
khanhhoang05011058,256178,0.75,16099,3693
khanhhoang05011058,256178,0.82,16099,3693
khanhhoang05011058,256178,0.69,16099,3693
anh_hieu,738144,0.14,2724,8612
thungunguoi,738144,0.39,28074,8612
lee.anh.98,738144,0.61,17202,8612
foodee_wlm4mmqw,738144,0.16,11830,8612
RaevWill,738144,0.44,1833,8612
foodee_2981970d,738144,0.38,7462,8612
son_hp_123,738144,0.81,26240,8612
qnn2709,738144,0.29,25041,8612
trang.truong-thi-thien,738144,0.74,29222,8612
foodee_4fc13d80,738144,0.56,7865,8612
xdiepanhx,738144,0.73,31793,8612
annbui1989,738144,0.57,3026,8612
hong.tran-thi.1,738144,0.51,14409,8612
Miu2510,738144,0.83,1450,8612
trang.truong-thi-thien,738144,0.76,29222,8612
hale2027,738144,0.8,12960,8612
vietn4953,738144,0.8,31007,8612
be.ngoan_hp,738144,0.49,3546,8612
minhthu.only,738144,0.5,19614,8612
babyangelhp,738144,0.69,3249,8612
hang.tran-thu,738144,0.79,13036,8612
congchua_xinhxan12,738144,0.85,5272,8612
th%E1%BA%A3o%20thu,738144,0.28,26857,8612
pho_mua_bay999,195446,0.67,24241,2159
muom0611,195446,0.53,20120,2159
muom0611,195446,0.72,20120,2159
Huong117,195446,0.61,1042,2159
foodee_cjwo0exy,195446,0.73,9263,2159
pho_mua_bay999,195446,0.65,24241,2159
quangphm3159,195446,0.82,25124,2159
thuclinh812,195446,0.92,27954,2159
gihingn,195446,0.85,12598,2159
manaha310,195446,0.99,18953,2159
haronguyen,195446,0.99,13241,2159
hoaprohp125,195446,0.76,14306,2159
linhcupanda.bibi,195446,0.66,17777,2159
riyakhan719,195446,0.94,25624,2159
thao.hua-thi-phuong,195446,0.56,27345,2159
babyangelhp,195446,0.81,3249,2159
khai_hp001,195446,0.82,16039,2159
luuthuthuyhp10695,195446,0.84,18542,2159
huong.nguyen-thi-thu,195446,0.93,14823,2159
lady_hp94,195446,0.76,16842,2159
thaovi.hp96,195446,0.8,27492,2159
qunhhnginh,195446,0.61,25213,2159
suijaenja90,195446,0.81,26420,2159
huongnguyen4798,195446,0.6,14892,2159
maihanh187,195446,0.32,18784,2159
phuongphuongcoltd,195446,0.75,24599,2159
phamquyen90hp,195446,0.7,23883,2159
dnghc,195446,0.8,6175,2159
nguyenthihaanhhp98,195446,0.4,21982,2159
dnghc,195446,0.74,6175,2159
kemasulbyquyen,195446,0.64,15935,2159
phucluu,195446,0.94,24327,2159
nhalam200995,195446,0.78,22396,2159
haanhnguyen12318,195446,0.86,12776,2159
lmtng9272,195446,0.72,18056,2159
thydng9711,195446,0.85,28457,2159
ngocnguyen6956,195446,0.81,21158,2159
maivylng,195446,0.94,18922,2159
vminhtm,195446,0.85,31194,2159
khanhhoang05011058,195446,0.83,16099,2159
quynhphuong02,195446,0.89,25436,2159
khai_hp001,195446,0.88,16039,2159
catsonlovepighanh,195446,0.78,4578,2159
nguynphnganh8283,195446,0.85,22296,2159
trnhuyn6091,195446,0.89,29903,2159
diuanh8416,195446,0.9,6137,2159
miukhun,195446,0.87,19783,2159
giangpu97,195446,0.9,12563,2159
khanhhoang05011058,195446,0.88,16099,2159
vminhtm,195446,0.7,31194,2159
kimngan.nguyen,195446,0.78,16516,2159
trale0405,195446,0.41,29055,2159
ngophuongthao1893,195446,0.69,21297,2159
loannguyn0360,195446,0.89,18109,2159
minhhng6124,195446,0.87,19477,2159
ki_si_bong_dem_2002,195446,0.67,16313,2159
vuthanh011,195446,0.6,31524,2159
nguyentungchi246,195446,0.83,22127,2159
linhnguyn4322,195446,0.79,17890,2159
thuhuongnguyen1518,195446,0.78,28036,2159
keobong_bun_hp,195446,0.56,15999,2159
dangtu05111996,195446,0.74,5683,2159
l0nely.star.003,195446,0.86,16815,2159
maiphng8258,195446,0.83,18868,2159
nam.johnny.195,195446,0.8,20374,2159
ngochuyhpv,195446,0.87,21080,2159
Minhchausr,195446,0.81,1432,2159
buitom6,195446,0.83,4275,2159
vminhtm,195446,0.9,31194,2159
kun.lady_hpv,195446,0.74,16736,2159
heyplaygirl.6789,195446,0.83,13488,2159
gau_koj_kute171,195446,0.81,12405,2159
thinan9528,195446,0.81,27740,2159
ngocpham0834,195446,0.49,21169,2159
nilin,195446,0.85,22988,2159
khuecute2003,195446,0.9,16291,2159
zziepp,195446,0.75,32346,2159
phamminhthang1995,195446,0.53,23839,2159
petao.2212,195446,0.62,23699,2159
cophuthuynho_hehe,195446,0.83,5342,2159
trang3993,195446,0.61,29240,2159
huybeu76,195446,0.89,14969,2159
jedflyiing,195446,0.84,15569,2159
minhtamvu.0928,195446,0.75,19594,2159
superelf.strings,195446,0.61,26496,2159
cophuthuynho_hehe,195446,0.73,5342,2159
yunjaeisreal.rin.2198,195446,0.69,32219,2159
uyenluu,195446,0.82,30683,2159
jejebuster7386,195446,0.79,15571,2159
loannguyn0360,195446,0.54,18109,2159
Amy.93,181426,1.0,482,1850
dieulinh14111996,181426,0.78,6037,1850
dieulinh14111996,181426,0.66,6037,1850
dieulinh14111996,181426,0.69,6037,1850
dieulinh14111996,181426,0.8,6037,1850
dieulinh14111996,181426,0.72,6037,1850
duynguyen5900,181426,0.6,6779,1850
thelife_isbored,989103,0.83,27551,11210
quangphm3159,786499,0.73,25124,9635
cun_hpv97,786499,0.84,5434,9635
foodee_9u0i4um6,1019937,0.9,8752,184
foodee_fvarnapk,1019937,0.82,9841,184
linhnubi712,1019937,0.73,17903,184
Haiphonghai,1019937,0.86,911,184
linh.tong9595,1019937,0.83,17719,184
phamhaminh,676405,0.78,23775,6978
foodee_qas7iez6,676405,0.82,11070,6978
huyenmy3110,676405,0.64,15032,6978
nguyntrungkin1075,676405,0.91,22341,6978
Ngadautay,676405,0.95,1527,6978
quanghuy7710,676405,0.92,25095,6978
khoapham_hp1995,676405,0.79,16253,6978
quangmarko,676405,0.93,25103,6978
foodyuser_1baeb1f2,676405,0.92,12219,6978
nguyenmanhhung2391988,676405,0.85,21757,6978
foodee_qas7iez6,676405,0.89,11070,6978
hanhchibehappy,676405,0.88,13115,6978
dangtu05111996,676405,0.78,5683,6978
nyh1911ily,676405,0.91,23333,6978
nhocquaytinhquai.9x,748991,0.84,22701,8832
zziepp,206969,0.64,32346,2413
linhcupanda.bibi,934588,0.59,17777,10784
foodee_p3rqpvev,934588,0.84,10914,10784
jejebuster7386,37867,0.75,15571,5234
duynguyen5900,37867,0.77,6779,5234
thelife_isbored,162081,0.82,27551,1384
foodee_hfy39hhq,162081,0.88,10024,1384
btpthao,162081,0.31,4188,1384
thanhhien0204,162081,0.74,27057,1384
phuong127,162081,0.84,24426,1384
foodee_1qf5lq3s,162081,0.74,7380,1384
thanphongngutuyetngu,162081,0.89,27342,1384
minhngan25,162081,0.79,19525,1384
livetolove.30193,162081,0.75,18017,1384
gihingn,162081,0.79,12598,1384
cun_hpv97,162081,0.66,5434,1384
Brianwest92,162081,0.76,630,1384
baek_waii,162081,0.56,3311,1384
01675153481,162081,0.73,103,1384
luyenpham260,162081,0.61,18559,1384
gihingn,162081,0.63,12598,1384
thaovi.hp96,162081,0.5,27492,1384
cun_hpv97,162081,0.68,5434,1384
phnglinhh3525,162081,0.88,24197,1384
chungngan,162081,0.78,5026,1384
chungngan,162081,0.79,5026,1384
bicng2428,162081,0.56,3800,1384
thaophng29,162081,0.87,27457,1384
fieiif,162081,0.64,7039,1384
lehuyen7111994,162081,0.84,17284,1384
01675153481,162081,0.8,103,1384
chutchut123,162081,0.79,5056,1384
ngocdinh8622,162081,0.89,21025,1384
chutchut123,162081,0.85,5056,1384
phamquyen90hp,162081,0.77,23883,1384
haianh76,162081,0.8,12862,1384
nhungtrn8848,162081,0.76,22910,1384
xuxixuxi109,162081,0.66,31964,1384
miumiuhey,162081,0.91,19789,1384
bchthyo,162081,0.59,3540,1384
nyh1911ily,162081,0.58,23333,1384
pek0n_cute_hp,162081,0.78,23640,1384
nhalam200995,162081,0.77,22396,1384
thanhhii4587,162081,0.56,27061,1384
miu_1012_,162081,0.77,19781,1384
phuonk,162081,0.81,24695,1384
01675153481,162081,0.81,103,1384
yeungoc,162081,0.7,32103,1384
meogau.ts,162081,0.71,19162,1384
maianhdangyeu2357,162081,0.81,18753,1384
datle1058,162081,0.72,5821,1384
thanhhii4587,162081,0.7,27061,1384
ms.smilehhp5725,162081,0.81,20043,1384
tomboy_quat,162081,0.88,28901,1384
bobibua,162081,0.84,4012,1384
conlontungtang,162081,0.62,5310,1384
batlaotu02,162081,0.74,3512,1384
linbch2851,162081,0.72,17686,1384
nam.johnny.195,162081,0.86,20374,1384
yeoldangisreal69,162081,0.82,32085,1384
kwon_jy_jong2612,162081,0.77,16780,1384
ngophuongthao1893,162081,0.8,21297,1384
tomboy_quat,162081,0.91,28901,1384
cobe_namlun_hp,162081,0.83,5158,1384
6556,162081,0.88,439,1384
linhcupanda.bibi,162081,0.74,17777,1384
hnghongbch,162081,0.76,13736,1384
quynhtramtm,162081,0.7,25457,1384
tranmaianh20001,162081,0.81,29483,1384
thuhuongnguyen1518,162081,0.79,28036,1384
linkbi,162081,0.69,17970,1384
ngocyennn,162081,0.75,21238,1384
kun.lady_hpv,162081,0.67,16736,1384
gau_koj_kute171,162081,0.81,12405,1384
lovin_jae,162081,0.71,18311,1384
sugeriigosugeryouyougo,162081,0.85,26418,1384
ngochuyen_1b_loveu4ever,162081,0.85,21078,1384
thinan9528,162081,0.73,27740,1384
nam.johnny.195,162081,0.7,20374,1384
vngngn,162081,0.78,31212,1384
pi.1105,162081,0.87,24710,1384
thngnguyn5326,162081,0.89,27802,1384
happycupcakehp,162081,0.85,13225,1384
thutrangg4048,162081,0.83,28184,1384
yunjaeisreal.rin.2198,162081,0.81,32219,1384
lthn031868628,162081,0.78,18352,1384
duynguyen5900,162081,0.85,6779,1384
albeecabella,162081,0.83,2528,1384
anhdt7777,162081,0.81,2768,1384
haianmeimei,162081,0.77,12865,1384
sweet_love8023,162081,0.79,26551,1384
misty.rain162,162081,0.61,19766,1384
htran.050694,162081,0.77,14694,1384
nguyenanhtu1294,162081,0.78,21477,1384
anhdt7777,162081,0.83,2768,1384
ngan.nguyen1291,162081,0.76,20656,1384
htran.050694,162081,0.71,14694,1384
thanhxuan063,162081,0.82,27335,1384
linhcupanda.bibi,162081,0.7,17777,1384
misty.rain162,162081,0.7,19766,1384
baby_yeu_cun,162081,0.78,3247,1384
cloudycao,162081,0.79,5112,1384
mi.1310,162081,0.76,19225,1384
baka_torichan1650,162081,0.93,3319,1384
sweet_love8023,162081,0.79,26551,1384
01255180603,176921,0.77,36,1742
foodee_1nz71cpw,211481,0.76,7371,2601
phantuan_hp,211481,0.79,24080,2601
foodee_1428aa50,170362,0.85,7265,1600
kevinv1788018419,170362,0.58,16023,1600
ThaoHa82,170362,0.79,2002,1600
h.giang.2204,170362,0.9,12740,1600
cun_hpv97,170362,0.6,5434,1600
zziepp,170362,0.68,32346,1600
01675153481,170362,0.78,103,1600
quangphm3159,170362,0.66,25124,1600
cun_hpv97,170362,0.66,5434,1600
lady_hp94,170362,0.76,16842,1600
huyenmaruko_17589,170362,0.84,15026,1600
ngocdinh8622,170362,0.74,21025,1600
chuoihearthyuk,170362,0.8,5037,1600
Phinhsociu,170362,0.66,1727,1600
linhcupanda.bibi,170362,0.66,17777,1600
huyenmaruko_17589,170362,0.58,15026,1600
ngcnh1814,170362,0.86,20770,1600
No_Bra1n,170362,0.74,1671,1600
l0nely.star.003,170362,0.7,16815,1600
duyquang1681,170362,0.74,6797,1600
0962344839,170362,0.6,285,1600
yeungoc,170362,0.77,32103,1600
quangphm3159,170362,0.85,25124,1600
cun_hpv97,170362,0.62,5434,1600
diuanh8416,170362,0.78,6137,1600
vutrangnhung,170362,0.76,31561,1600
huyenmaruko_17589,170362,0.63,15026,1600
tomboy_quat,170362,0.84,28901,1600
phanthuythanh1962,170362,0.7,24074,1600
mhngxinh,170362,0.61,19220,1600
bell2014.1000,170362,0.75,3615,1600
ngophuongthao1893,170362,0.8,21297,1600
hngh5244,170362,0.52,13732,1600
titngo2k1,170362,0.59,28754,1600
dangtu05111996,170362,0.69,5683,1600
heyplaygirl.6789,170362,0.86,13488,1600
iloveeverybody_144,170362,0.6,15384,1600
anhnt01,170362,0.73,2856,1600
thuylinhmnd278,170362,0.63,28338,1600
heyplaygirl.6789,170362,0.51,13488,1600
adonilhlinh2054,170362,0.68,2466,1600
linhcupanda.bibi,170362,0.41,17777,1600
xuho.5397,170362,0.46,31926,1600
nguthichet.hpv,170362,0.8,21410,1600
Linhtwin.0506,170362,0.73,1314,1600
jejebuster7386,170362,0.77,15571,1600
bonbon0003,170362,0.68,4058,1600
duynguyen5900,170362,0.77,6779,1600
lilyngc,170362,0.91,17679,1600
htran.050694,170362,0.73,14694,1600
ngan.nguyen1291,170362,0.76,20656,1600
qunhnguyn6722,170362,0.85,25220,1600
anhdt7777,170362,0.76,2768,1600
quangphm3159,314931,0.84,25124,4957
cuoinherang98,314931,0.72,5458,4957
chongchongmaiquaytit,314931,0.77,4962,4957
linhcupanda.bibi,314931,0.76,17777,4957
linhestasy,314931,0.82,17793,4957
cun_hpv97,314931,0.87,5434,4957
cuoinherang98,314931,0.69,5458,4957
luyenpham260,314931,0.82,18559,4957
gihingn,314931,0.78,12598,4957
phuonk,314931,0.79,24695,4957
hoangngoclinh00000,314931,0.97,14144,4957
Bonhp,314931,0.97,625,4957
hanguyn7062,314931,0.81,13092,4957
gihingn,314931,0.7,12598,4957
linhcupanda.bibi,314931,0.81,17777,4957
linhcupanda.bibi,314931,0.86,17777,4957
ngocdinh8622,314931,0.86,21025,4957
gaucon267,314931,0.89,12412,4957
h.nam193,314931,0.95,12743,4957
cun_hpv97,314931,0.78,5434,4957
lethao207,314931,0.91,17476,4957
hoangminhtam_91,314931,0.96,14129,4957
hoangminhtam_91,314931,0.96,14129,4957
english.9a09,314931,0.92,6938,4957
linhcupanda.bibi,314931,0.77,17777,4957
dieulinh08071998,314931,0.93,6034,4957
sweetiehahna59,314931,0.84,26557,4957
linhhh169,314931,0.52,17809,4957
quangphm3159,314931,0.79,25124,4957
dangtu05111996,314931,0.84,5683,4957
cloudyandwindy,314931,0.68,5111,4957
huyntrang9470,314931,0.85,15260,4957
linniedarlie1029,314931,0.83,17980,4957
hoangminhtam_91,314931,0.84,14129,4957
cloudyandwindy,314931,0.81,5111,4957
cobe_namlun_hp,314931,0.75,5158,4957
cloudyandwindy,314931,0.73,5111,4957
dieulinh14111996,314931,0.87,6037,4957
hoithunguyn2793,314931,0.87,14370,4957
cobe_namlun_hp,314931,0.87,5158,4957
tomboy_quat,314931,0.75,28901,4957
luuthuthuyhp10695,314931,0.85,18542,4957
flower.dtp.2793,314931,0.86,7065,4957
thuhuongnguyen1518,314931,0.82,28036,4957
khanh_vinawaco,314931,0.87,16071,4957
english.9a09,314931,0.78,6938,4957
linhteo104,314931,0.91,17929,4957
ngophuongthao1893,314931,0.79,21297,4957
simalanguyn,314931,0.79,26108,4957
vynguyen0228,314931,0.92,31632,4957
hoangminhtam_91,314931,0.91,14129,4957
loannguyn0360,314931,0.92,18109,4957
magie_scorpion,314931,0.97,18715,4957
hoangminhtam_91,314931,0.76,14129,4957
my'smy's,188939,0.71,20141,2014
thuan6639,772663,0.81,27935,9353
phuonk,180027,0.59,24695,1832
cuoinherang98,180027,0.78,5458,1832
ngchemmy%40gmail.com,180027,0.52,20749,1832
ngophuongthao1893,180027,0.72,21297,1832
anhnt01,180027,0.73,2856,1832
Maibach08,180027,0.87,1369,1832
quynhhoa0590hn,180027,0.19,25380,1832
trang11041996,180027,0.59,29230,1832
jejebuster7386,180027,0.74,15571,1832
bonbon0003,180027,0.76,4058,1832
linhcupanda.bibi,180027,0.83,17777,1832
sweet_love8023,180027,0.75,26551,1832
htran.050694,180027,0.74,14694,1832
duynguyen5900,180027,0.86,6779,1832
lady_hp94,181619,0.72,16842,1854
shoo_min_88,181619,0.72,26064,1854
duynguyen5900,181619,0.76,6779,1854
phuonghong_hp93,277056,0.79,24516,4218
ngophuongthao1893,277056,0.75,21297,4218
mot_ngay_co_nang,277056,0.65,19951,4218
mot_ngay_co_nang,277056,0.54,19951,4218
dungduong28122013,751509,0.41,6555,8892
foodee_bbbd0b42,735496,0.32,9014,8534
bnyl215,735496,0.8,4003,8534
hmy6074,735496,0.91,13713,8534
phamduyanh259,735496,0.1,23762,8534
foodee_89d43922,735496,0.58,8485,8534
mihu2791,735496,0.29,19283,8534
ngocmai1994a,735496,0.27,21122,8534
foodee_478ff538,735496,0.46,7809,8534
lee.anh.98,735496,0.67,17202,8534
01255180603,735496,0.84,36,8534
foodee_gb594o1m,735496,0.78,9894,8534
quangphm3159,735496,0.63,25124,8534
zziepp,735496,0.72,32346,8534
dkhp9d1,735496,0.69,6149,8534
tienbeohohoho,735496,0.76,28533,8534
cun_hpv97,735496,0.61,5434,8534
hale2027,735496,0.74,12960,8534
linhestasy,735496,0.58,17793,8534
cun_hpv97,735496,0.66,5434,8534
babyangelhp,735496,0.72,3249,8534
thaovi.hp96,735496,0.76,27492,8534
smilling137,735496,0.8,26177,8534
phuongphuongcoltd,270625,0.9,24599,4054
foodee_4d4412bb,270625,0.9,7847,4054
chibp,270625,0.8,4808,4054
foodee_dvvgn5lh,694688,0.23,9476,7398
cobe_muadong1824,694688,0.29,5157,7398
minhthanhtrnh,694688,0.29,19603,7398
hthngdng,694688,0.72,14680,7398
01255180603,694688,0.68,36,7398
foodee_5a9004fm,694688,0.65,7983,7398
muom0611,694688,0.59,20120,7398
sonchatkieuuc,694688,0.49,26250,7398
pigpu,694688,0.75,24729,7398
thobui95,694688,0.42,27841,7398
vuthutrang997,694688,0.42,31554,7398
foodee_fuhqz0pc,694688,0.36,9839,7398
thuan6639,694688,0.83,27935,7398
thehop2k3,694688,0.73,27546,7398
luyenpham260,694688,0.67,18559,7398
trangtrn.t.thu,694688,0.71,29396,7398
shiro0110,694688,0.64,26052,7398
khanhlinh.phamdao,694688,0.69,16118,7398
gtbi,694688,0.77,12718,7398
maianh.ctth,694688,0.82,18749,7398
cuoinherang98,694688,0.71,5458,7398
anhvu2400,694688,0.47,2969,7398
trangconyy138,694688,0.76,29262,7398
foodee_cjwo0exy,694688,0.58,9263,7398
thaovi.hp96,694688,0.72,27492,7398
phngnguyn6880,694688,0.69,24208,7398
tranhaiha_93,694688,0.88,29414,7398
chipdau2412,694688,0.81,4899,7398
kotomi_15,694688,0.68,16695,7398
linhchii.2898,694688,0.76,17762,7398
depzai12345,694688,0.58,5904,7398
Phuong252,694688,0.91,1742,7398
Phinhsociu,694688,0.47,1727,7398
thaovi.hp96,694688,0.77,27492,7398
ghutien,694688,0.9,12467,7398
callct1212,694688,0.89,4393,7398
l0ve_face_hp,694688,0.91,16822,7398
linhcupanda.bibi,694688,0.71,17777,7398
phambichphuong,694688,0.76,23752,7398
haanhnguyen12318,694688,0.83,12776,7398
haianh76,694688,0.85,12862,7398
mainhi1010,694688,0.76,18860,7398
tranggcht,694688,0.55,29274,7398
thanh9330,694688,0.88,26989,7398
phamhaminh,694688,0.74,23775,7398
chung2486,694688,0.82,5020,7398
miu_1012_,694688,0.75,19781,7398
lmtng9272,694688,0.66,18056,7398
l0nely.star.003,694688,0.81,16815,7398
chi3732,694688,0.79,4794,7398
van1747,694688,0.86,30753,7398
abc2445,694688,0.78,2434,7398
chung2486,694688,0.9,5020,7398
linh6929,694688,0.85,17734,7398
phamthebao0507,694688,0.53,23896,7398
01675153481,694688,0.75,103,7398
abc2445,694688,0.93,2434,7398
bong8258,694688,0.84,4063,7398
Lantrinh98,694688,0.72,1257,7398
loannguyn0360,694688,0.86,18109,7398
nam.johnny.195,694688,0.8,20374,7398
uynmy,694688,0.96,30719,7398
poy4023,694688,0.85,24882,7398
tui0343,694688,0.9,30348,7398
duong9853,694688,0.9,6606,7398
hanh7245,694688,0.91,13108,7398
nad1822,694688,0.91,20356,7398
sunnysoomun95,694688,0.61,26469,7398
sieunhanhp0v2,694688,0.74,26089,7398
newmoon_hp96,694688,0.7,20595,7398
long0211,694688,0.79,18170,7398
diuanh8416,694688,0.67,6137,7398
cuong9388,694688,0.87,5467,7398
thao5767,694688,0.81,27367,7398
tung2154,694688,0.9,30368,7398
lrnbaby.vn,694688,0.77,18333,7398
huu5817,694688,0.89,14926,7398
ngankhanh619,694688,0.78,20690,7398
duongna6722,694688,0.87,6655,7398
thanhhii4587,694688,0.76,27061,7398
khai1099,694688,0.9,16037,7398
vhoailinh1802,694688,0.69,30936,7398
khanhngoc7776,694688,0.85,16140,7398
meomeo121199,694688,0.79,19173,7398
van1747,694688,0.95,30753,7398
linh6929,694688,0.92,17734,7398
chi3732,694688,0.91,4794,7398
thanh9330,694688,0.89,26989,7398
ngoc3292,694688,0.89,20940,7398
nad1822,694688,0.84,20356,7398
hanhchibehappy,694688,0.66,13115,7398
bong8258,694688,0.77,4063,7398
anh7159,694688,0.69,2717,7398
linhhp_96,694688,0.82,17818,7398
duong9853,694688,0.91,6606,7398
AmThuchp,694688,0.88,477,7398
biggirl,694688,0.95,3815,7398
phnganh2802,694688,0.77,24182,7398
in281195,694688,0.86,15417,7398
ngockhanh9288,694688,0.89,21085,7398
vunguyenhp94,46500,0.38,31477,5334
jejebuster7386,46500,0.81,15571,5334
anhdt7777,46500,0.64,2768,5334
cunkoniuiu_hp27,46500,0.41,5451,5334
linhx13,82804,0.8,17964,9929
sweet_love8023,82804,0.75,26551,9929
phngminhlng,82804,0.83,24202,9929
baby_yeu_cun,82804,0.64,3247,9929
f4muonnam_friend,82804,0.64,6990,9929
manhdhhp,82804,0.49,18966,9929
hoangminh0355,1022939,0.97,14122,232
hoangminh0355,1022939,0.98,14122,232
janequirt,767578,0.8,15533,9218
chihathu,767578,0.84,4846,9218
phngh1232,767578,0.78,24187,9218
LinhKhuong,767578,0.36,1298,9218
linhlee6263,767578,0.87,17842,9218
meogau.ts,767578,0.73,19162,9218
cobe_muadong1824,767578,0.87,5157,9218
linhnubi712,767578,0.89,17903,9218
thuylinh2759,767578,0.85,28330,9218
janequirt,767578,0.64,15533,9218
hong.tran-thi.1,767578,0.71,14409,9218
diuanh8416,767578,0.89,6137,9218
chutchut123,699276,0.78,5056,7500
duynguyen5900,166401,0.65,6779,1495
trnhnghnh,166401,0.79,29894,1495
luuthuthuyhp10695,700950,0.79,18542,7549
nguyenkimchi81hp,213128,0.7,21713,2651
foodee_3bedjv5k,244611,0.78,7655,3427
quynhnguyen13797,244611,0.71,25412,3427
phngh1232,244611,0.83,24187,3427
shitcute2r3,244611,0.86,26056,3427
thanphongngutuyetngu,244611,0.9,27342,3427
wrgb__,244611,0.26,31768,3427
Win7er,244611,0.91,2335,3427
foodee_t5x9938y,244611,0.97,11402,3427
shitcute2r3,244611,0.93,26056,3427
ngocdinh8622,244611,0.83,21025,3427
phamthuha88,244611,0.98,23922,3427
luuthuthuyhp10695,244611,0.75,18542,3427
lmtlinh,244611,0.9,18054,3427
Pynsb,244611,0.95,1780,3427
thaovi.hp96,244611,0.79,27492,3427
thaovi.hp96,244611,0.78,27492,3427
khai_hp001,244611,0.78,16039,3427
luuthuthuyhp10695,244611,0.76,18542,3427
thaovi.hp96,244611,0.83,27492,3427
thaovi.hp96,244611,0.86,27492,3427
nguyenngoc1556,244611,0.73,21798,3427
lady_hp94,244611,0.74,16842,3427
kimngan.nguyen,244611,0.73,16516,3427
khoapham_hp1995,244611,0.79,16253,3427
duyanh021192,244611,0.85,6718,3427
thaovi.hp96,244611,0.88,27492,3427
linhcupanda.bibi,244611,0.68,17777,3427
l0nely.star.003,244611,0.97,16815,3427
vuthanh011,244611,0.62,31524,3427
tomboy_quat,244611,0.79,28901,3427
quynhphuong60,244611,0.83,25439,3427
kerry_b2uty,244611,0.77,16011,3427
iloveeverybody_144,244611,0.92,15384,3427
linhvu1491,244611,0.91,17962,3427
bchthyo,244611,0.88,3540,3427
hnglu1017,244611,0.8,13737,3427
khanhhoang05011058,667288,0.73,16099,6765
ThaoHa82,37554,0.86,2002,5225
huyenmaruko_17589,37554,0.79,15026,5225
huyenmaruko_17589,37554,0.82,15026,5225
huyenmaruko_17589,37554,0.66,15026,5225
huyenmaruko_17589,37554,0.56,15026,5225
diuanh8416,37554,0.84,6137,5225
xinhtrai_phaidaubuon_viai_hp,37554,0.56,31818,5225
thu.aries2893,37554,0.72,27917,5225
khoapham_hp1995,37554,0.81,16253,5225
flower.dtp.2793,37554,0.77,7065,5225
baby_yeu_cun,37554,0.8,3247,5225
ngan.nguyen1291,37554,0.61,20656,5225
dnm123,737593,0.27,6197,8596
hanxinhgai189,737593,0.39,13190,8596
akirasnolan,737593,0.59,2520,8596
01675153481,737593,0.81,103,8596
damdamtrang,737593,0.83,5575,8596
anhanh67899,737593,0.38,2729,8596
thuan6639,737593,0.86,27935,8596
hang.tran-thu,737593,0.67,13036,8596
haianh76,737593,0.87,12862,8596
Tuyetnhibui11,737593,0.81,2228,8596
phucluu,737593,0.87,24327,8596
babyangelhp,737593,0.72,3249,8596
ckanhanklank,737593,0.83,5082,8596
