id_user,id_res,X,userId,resId
Trangminh233,736240,0.5,2150,8551
nhnguyt4845,736240,0.78,22653,8551
mynguyen15.95,736240,0.77,20262,8551
benheo91,736240,0.84,3641,8551
linh.okamichan,736240,0.7,17715,8551
heo.smile_cute,736240,0.81,13417,8551
Batoong2301,736240,0.76,575,8551
le8888,736240,0.81,17132,8551
kuro1501,736240,0.95,16759,8551
nduythuc93,736240,0.71,20567,8551
foodee_rawhykj1,903251,0.75,11185,10512
foodee_vyf2bhgh,903251,0.99,11742,10512
foodee_vyf2bhgh,903251,0.94,11742,10512
foodee_rawhykj1,903251,0.97,11185,10512
nduythuc93,903251,0.96,20567,10512
phamthem9292,903251,0.85,23897,10512
trucmai1107,903251,0.86,30009,10512
minnieprt,903251,0.85,19714,10512
DieuHien5,903251,0.9,763,10512
thanhtuyendo8383,903251,0.84,27312,10512
nguyen_nhuy,903251,0.54,21460,10512
foodee_uqqm0q7b,903251,0.92,11588,10512
foodee_2j768m29,903251,0.88,7514,10512
nduythuc93,903251,0.85,20567,10512
Lisa.phan123,903251,0.88,1316,10512
foodee_20sdh2p4,903251,0.93,7419,10512
foodee_7noqze6h,903251,0.91,8387,10512
foodee_uqqm0q7b,903251,0.92,11588,10512
foodee_2j768m29,903251,0.89,7514,10512
trananhphuongmai,903251,0.91,29156,10512
nguyentt0501,903251,0.84,22118,10512
foodee_4an3ofty,903251,0.58,7830,10512
_sunii139,903251,0.95,2411,10512
trnglinh9562,903251,0.26,29877,10512
trnglinh9562,903251,0.14,29877,10512
cuvodauden,903251,0.54,5512,10512
Lisa.phan123,903251,0.93,1316,10512
nduythuc93,903251,0.8,20567,10512
foodee_rawhykj1,903251,0.86,11185,10512
quido2410,903251,0.99,25199,10512
thutrang6489,903251,0.93,28180,10512
foodee_kgpnsarc,903251,0.1,10376,10512
foodee_1xwmssvv,903251,0.9,7404,10512
jenny2_pg,903251,0.5,15585,10512
foodee_iz8mprp0,903251,0.76,10200,10512
mynguyen15.95,903251,0.89,20262,10512
foodee_20sdh2p4,903254,0.96,7419,10513
mynguyen15.95,903254,0.86,20262,10513
foodee_439bm289,903254,0.8,7774,10513
duythuc93,903254,0.76,6806,10513
trananhphuongmai,903254,0.79,29156,10513
mynguyen2303,903254,0.33,20266,10513
ThuTrangg689,903254,0.81,2038,10513
nduythuc93,903254,0.87,20567,10513
foodee_2j768m29,903254,0.91,7514,10513
nn31019,20484,0.68,23054,2366
mai.mummi,20484,0.41,18721,2366
myanh6a2tvo,20484,0.71,20162,2366
binh.tran-thi-y,20484,0.77,3861,2366
vanessahilary,20484,0.51,30796,2366
anhthunguyen938,20484,0.64,2928,2366
phuongthanh8690,20484,0.73,24610,2366
bebon29,20484,0.83,3572,2366
thienhuong169,20484,0.76,27632,2366
nhuyy,20484,0.75,22961,2366
antran122,722003,0.94,3093,8184
dreamcatcher.nov511,20484,0.68,6414,2366
gaucondethuong_121,20484,0.68,12414,2366
gimi.buh,20484,0.3,12605,2366
coffeelove1482,20484,0.61,5202,2366
jaehee.love.beast,20484,0.61,15507,2366
lanule1996,20484,0.6,17042,2366
enjoy,722003,0.89,6940,8184
p3bonluzsoshi,20484,0.54,23511,2366
tranthuysieuha,20484,0.69,29649,2366
kitten.sakura.1512,20484,0.69,16622,2366
tn_2212,20484,0.66,28808,2366
tonvuquynhtram,20484,0.74,28945,2366
nittytran,20484,0.76,23009,2366
traitaonho_thienthan,20484,0.47,29042,2366
songkran_thailand2007,20484,0.82,26265,2366
uynthnguynth,20484,0.79,30725,2366
tranhuuquocthong,20484,0.78,29445,2366
graffiti_ljfe23,20484,0.64,12705,2366
kyhung2070,20484,0.61,16789,2366
dongthanhphuong123,20484,0.55,6344,2366
ngantho431,20484,0.7,20711,2366
pink.tt94,20484,0.64,24743,2366
vantrang2323,20484,0.8,30885,2366
Janet_T2511,20484,0.6,1095,2366
cthuyvy,20484,0.73,5387,2366
duytranle03,20484,0.68,6815,2366
lekhoa.ct11,20484,0.87,17297,2366
namtran91,20484,0.69,20446,2366
thuytruc.lh,20484,0.77,28434,2366
nguoi_ban_solo2000,20484,0.64,21391,2366
dangquangkyuubi,20484,0.65,5655,2366
pink.tt94,20484,0.8,24743,2366
shmily_4693,20484,0.6,26059,2366
htc981996,20484,0.84,14668,2366
xmar.khoa,20484,0.53,31837,2366
happytreefrienda18,20484,0.7,13232,2366
Trinh_k23,20484,0.59,2171,2366
quynhnhu26793,111795,0.65,25426,503
maitranghp,111795,0.78,18905,503
levitch.david,111795,0.86,17592,503
red.devil.fanatic,111795,0.73,25551,503
icy_girl9x,111795,0.81,15363,503
foodee_vyf2bhgh,945951,0.94,11742,10879
knhiiii,945951,0.82,16667,10879
foodee_08xf5i8b,945951,0.94,7128,10879
01238260601,945951,0.88,30,10879
foodee_08xf5i8b,945951,0.96,7128,10879
minnieprt,945951,0.76,19714,10879
foodee_8sf63x4x,945951,0.76,8576,10879
beai210670,945951,0.76,3555,10879
thanhthotngth,945951,0.87,27233,10879
mhip8956,945951,0.76,19219,10879
tlyvth,945951,0.86,28786,10879
ngdng1789,945951,0.85,20794,10879
vithnginh,945951,0.92,31143,10879
xunlanbi,945951,0.92,31937,10879
lbmai1410,945951,0.84,17085,10879
minnieprt,945951,0.87,19714,10879
trucmai1107,945951,0.87,30009,10879
sarahjp194,945951,0.79,25907,10879
meoteen_kute,945951,0.68,19193,10879
10a7.tranthaonguyen,945951,0.77,377,10879
pebap_lovely,945951,0.83,23608,10879
alienstolove483,859155,0.19,2562,10058
thienthien106,859155,0.38,27694,10058
hani.nguyen92,859155,0.57,13160,10058
nguyenbinhminh611,859155,0.63,21500,10058
foodee_5b1eb225,859155,0.89,7990,10058
thichihth,779805,0.86,27586,9512
hiduynl,779805,0.94,13517,9512
vithnginh,779805,0.91,31143,9512
tqunhbi,779805,0.87,29013,9512
hinghth,779805,0.93,13650,9512
anhmaiphm,779805,0.89,2823,9512
nhlinhl628597004,779805,0.76,22640,9512
nhltrn154107982,779805,0.89,22641,9512
thymaith507378691,779805,0.89,28473,9512
dimakiydd,779805,0.91,6056,9512
dinvphanth,779805,0.8,6127,9512
xunynngth,779805,0.89,31950,9512
nhiuyn355729715,779805,0.94,22634,9512
dafipi2904,779805,0.9,5534,9512
levepoh111,779805,0.9,17584,9512
peteked285,779805,0.78,23700,9512
waraxoc732,779805,0.91,31685,9512
foodee_95394f99,779805,0.9,8641,9512
loptao,779805,0.82,18229,9512
foodee_375pn4r6,1004696,0.72,7617,68
foodee_qpy104nw,1004696,0.96,11119,68
foodee_8ri9q8oe,1004696,0.98,8570,68
foodee_qc0jvscy,1004696,0.99,11079,68
foodee_j9g0hn4c,1004696,0.98,10239,68
foodee_nsyaj8ub,1004696,0.95,10759,68
foodee_d334qc64,1004696,0.94,9333,68
thichihth,1022836,0.93,27586,229
hiduynl,1022836,0.88,13517,229
vithnginh,1022836,0.89,31143,229
foodee_cmibto6b,1022836,0.9,9271,229
hinghth,1022836,0.91,13650,229
nhlinhl628597004,1022836,0.86,22640,229
nhltrn154107982,1022836,0.91,22641,229
xunynngth,1022836,0.77,31950,229
dimakiydd,1022836,0.96,6056,229
dinvphanth,1022836,0.9,6127,229
nhiuyn355729715,1022836,0.86,22634,229
dafipi2904,1022836,0.85,5534,229
levepoh111,1022836,0.96,17584,229
foodee_snvszv6x,998005,0.93,11339,11287
foodee_375pn4r6,998005,0.96,7617,11287
foodee_11njwe1p,998005,0.95,7246,11287
foodee_qpy104nw,998005,0.83,11119,11287
foodee_qc0jvscy,998005,0.95,11079,11287
foodee_11njwe1p,998005,0.96,7246,11287
jinny.rua0909,998005,0.89,15653,11287
foodee_qmblksts,998005,0.83,11104,11287
foodee_8ri9q8oe,998005,0.91,8570,11287
foodee_11njwe1p,998005,0.79,7246,11287
thichihth,1028377,0.93,27586,296
hiduynl,1028377,0.88,13517,296
vithnginh,1028377,0.82,31143,296
hulinhtrnth,1028377,0.96,14742,296
tqunhbi,1028377,0.9,29013,296
nghihong6855,1028377,0.87,20835,296
foodee_cmibto6b,1028377,0.95,9271,296
mhip8956,1028377,0.89,19219,296
tlyvth,1028377,0.88,28786,296
anhmaiphm,1028377,0.93,2823,296
nhlinhl628597004,1028377,0.88,22640,296
nhltrn154107982,1028377,0.93,22641,296
xunynngth,1028377,0.93,31950,296
bachdu1,1028377,0.86,3276,296
dimakiydd,1028377,0.89,6056,296
dinvphanth,1028377,0.92,6127,296
thanhmaingth,1028377,0.94,27124,296
kelvinlkhanhtun,1028377,0.82,15929,296
foodee_alfm97w0,1028377,0.82,8891,296
boyn87,1028377,0.83,4154,296
Kim133,84659,0.93,1195,9972
nhunguyen.doremon92,84659,0.76,22914,9972
lam.ng7492,84659,0.68,16866,9972
trandankhanh,84659,0.9,29186,9972
hoangthuycece,84659,0.87,14227,9972
suleechau,84659,0.89,26428,9972
thhong0228,84659,0.88,27572,9972
hieulk,84659,0.35,13608,9972
Watashi,84659,0.81,2334,9972
sieunhanmeo,84659,0.89,26090,9972
myanh6a2tvo,84659,0.58,20162,9972
agiao_iu,84659,0.7,2472,9972
nhi.tran1510,84659,0.72,22545,9972
cloverelric,84659,0.75,5119,9972
nancy.kim121,84659,0.84,20482,9972
nhocheo126,84659,0.65,22690,9972
khonglien123,84659,0.78,16282,9972
kimhuyen.pham2311,84659,0.82,16479,9972
phh99,84659,0.92,24118,9972
trang_trangheo,84659,0.87,29248,9972
nguyentien83,84659,0.84,22061,9972
trakity15,84659,0.68,29053,9972
ainhi.2809,84659,0.75,2494,9972
honganhnguyen1990,84659,0.51,14425,9972
cherychery123,84659,0.87,4779,9972
tuyetngayeuthuong,84659,0.8,30530,9972
Ahmacot8,84659,0.84,464,9972
hoan.holic,84659,0.86,13953,9972
ngoctranbui,84659,0.86,21218,9972
mynguyenmynguyen,84659,0.87,20270,9972
thienvu2399,84659,0.84,27712,9972
phamthonghoa,84659,0.87,23919,9972
khanhchitran,84659,0.41,16079,9972
huynhthuytrang61,84659,0.85,15225,9972
hanhvh0411,84659,0.67,13157,9972
kieunga212,84659,0.78,16380,9972
vohoangthaovy96,84659,0.8,31283,9972
khjbong,84659,0.6,16209,9972
khanhlinh.dang,84659,0.75,16116,9972
sarah.aktf,84659,0.76,25904,9972
phuongthaodienngoc,84659,0.61,24632,9972
nhinhilan,84659,0.81,22616,9972
janebui.jb,84659,0.93,15531,9972
tung.huynh,84659,0.81,30363,9972
chiphanvt,84659,0.8,4900,9972
linhcullen,84659,0.76,17776,9972
beanh613,84659,0.62,3558,9972
phuonganhdo19,84659,0.76,24465,9972
linh.fox_92,84659,0.65,17706,9972
artena_aquarius,84659,0.83,3144,9972
Duongquocson_1997,84659,0.93,806,9972
try_110998,84659,0.78,30183,9972
nhozsukem,84659,0.71,22779,9972
lehuynh.it.tdt,84659,0.54,17289,9972
annguyen147999653,84659,0.48,3032,9972
aquarius_0127,84659,0.4,3126,9972
tieumi_xox,84659,0.91,28623,9972
thaothanhle43,84659,0.79,27474,9972
letterchu118,84659,0.82,17553,9972
warm_heart302,84659,0.41,31687,9972
letterchu118,84659,0.74,17553,9972
minchian,84659,0.8,19349,9972
ruanguniang,84659,0.69,25699,9972
kristina.dong.94,84659,0.69,16703,9972
regina.ellis0211,84659,0.85,25561,9972
remun0511,84659,0.76,25564,9972
nguyenquynh18395,84659,0.64,21894,9972
ngocvy2013,84659,0.78,21232,9972
minhtrang20081995,84659,0.79,19654,9972
kute_playboy771,84659,0.72,16768,9972
heo.siu1210,84659,0.87,13415,9972
ruanguniang,84659,0.69,25699,9972
ellabella,84659,0.58,6874,9972
0932355136,84659,0.67,219,9972
ruanguniang,84659,0.78,25699,9972
joesuvn1971,84659,0.81,15676,9972
mark18051992,84659,0.63,19012,9972
gleek_2ab,84659,0.87,12665,9972
lamnvq,84659,0.9,16928,9972
nammiq,84659,0.84,20416,9972
Myvan1529,84659,0.64,1489,9972
nammiq,84659,0.88,20416,9972
testgamevt,84659,0.67,26852,9972
titra101,84659,0.64,28755,9972
dungna8811,84659,0.78,6569,9972
nhjms2jery,84659,0.68,22637,9972
iamjennyh6789,84659,0.76,15335,9972
rim.emo9x,84659,0.9,25591,9972
Ruydy12,84659,0.87,1852,9972
lemontree303,84659,0.81,17354,9972
mangngoclam303,84659,0.79,18959,9972
meoiumeomap,84659,0.65,19168,9972
thanh.lnlt,84659,0.88,26971,9972
meoiumeomap,84659,0.7,19168,9972
nguyenhoaithuyvan,84659,0.92,21629,9972
minchian,84659,0.36,19349,9972
0937938282,84659,0.56,248,9972
0906302855,84659,0.64,172,9972
jomaria3112,84659,0.75,15701,9972
ngochue190,84659,0.71,21074,9972
hinphan553721925,1022855,0.97,13660,231
hinphan553721925,1022855,0.97,13660,231
hinphan553721925,1022855,0.97,13660,231
hinphan553721925,1022855,0.99,13660,231
qanhtran122,1022855,0.77,25024,231
foodee_qz0lof6n,1022855,0.96,11151,231
foodee_ygsbz57s,1022855,0.8,12028,231
zhidkovazhidkova,888905,0.99,32284,10399
zhidkovazhidkova,888905,0.99,32284,10399
zhidkovazhidkova,888905,0.99,32284,10399
foodee_nzv5en05,888905,0.95,10783,10399
zhidkovazhidkova,888905,0.99,32284,10399
foodee_w3unzrgg,888905,0.99,11769,10399
foodee_da527s07,888905,0.87,9379,10399
foodee_2z7w0nej,888905,0.94,7565,10399
ngmeiex,888905,0.89,20879,10399
kiettuan240790,888905,0.82,16358,10399
Trantrang12,888905,0.85,2162,10399
foodee_dt41jz2c,888905,0.81,9466,10399
mialan,888905,0.1,19236,10399
foodee_svkuaitx,888905,0.85,11365,10399
foodee_piun6ej0,888905,0.95,10966,10399
foodee_qx0trkst,888905,0.89,11144,10399
binhdiem81,888905,0.38,3871,10399
thanh0937886862,888905,1.0,26984,10399
foodee_hv5vuok6,888905,0.85,10075,10399
foodee_qx0trkst,888905,0.91,11144,10399
foodee_wlupnv3z,888905,0.91,11831,10399
foodee_tjbmji0f,888905,0.98,11436,10399
dquynh122,888905,0.26,6404,10399
foodee_6tyaoijw,888905,0.83,8244,10399
foodee_uvnnhljw,888905,0.37,11602,10399
foodee_pmfl2au7,888905,0.81,10982,10399
nhanshinichi,888905,0.65,22435,10399
foodee_dt41jz2c,888905,0.77,9466,10399
foodee_psdc8zom,888905,0.14,11006,10399
foodee_n5j47n2o,888905,0.3,10677,10399
foodee_psdc8zom,888905,0.37,11006,10399
nhanshinichi,888905,0.42,22435,10399
foodee_xnw59ymt,888905,0.51,11948,10399
foodee_dt41jz2c,888905,0.81,9466,10399
foodee_8724q5ja,888905,0.87,8461,10399
Tien266,888905,0.81,2083,10399
foodee_xzbpnkuz,888905,0.84,11983,10399
foodee_piun6ej0,888905,0.83,10966,10399
foodee_tjbmji0f,888905,0.79,11436,10399
foodee_mtnsok51,888905,0.76,10643,10399
lyly3264,888905,0.87,18614,10399
foodee_4f3qef5v,888905,0.83,7861,10399
foodee_piun6ej0,888905,0.91,10966,10399
oscarsaigonhotel52,888905,0.77,23482,10399
foodee_tjbmji0f,888905,0.8,11436,10399
thanh0937886862,888905,0.97,26984,10399
foodee_tjbmji0f,888905,0.8,11436,10399
foodee_umxbgb4n,888905,0.83,11565,10399
thanh0937886862,888905,0.88,26984,10399
foodee_snvszv6x,998005,0.93,11339,11287
foodee_375pn4r6,998005,0.96,7617,11287
foodee_11njwe1p,998005,0.95,7246,11287
foodee_qpy104nw,998005,0.83,11119,11287
foodee_qc0jvscy,998005,0.95,11079,11287
foodee_11njwe1p,998005,0.96,7246,11287
jinny.rua0909,998005,0.89,15653,11287
foodee_qmblksts,998005,0.83,11104,11287
foodee_8ri9q8oe,998005,0.91,8570,11287
foodee_11njwe1p,998005,0.79,7246,11287
foodee_duam5ypc,1023413,0.9,9469,239
cachepkois,1023413,0.89,4369,239
foodee_duam5ypc,1023413,0.91,9469,239
foodee_duam5ypc,1023413,0.91,9469,239
btramc,1023413,0.49,4189,239
trnngcctvy,1023413,0.99,29911,239
foodee_ygsbz57s,1023413,0.94,12028,239
foodee_qx0trkst,1023413,0.92,11144,239
foodee_dt41jz2c,1023413,0.89,9466,239
thanh0937886862,1023413,0.9,26984,239
arilangka,998580,0.76,3134,11292
chym_ds_luv_s30_4ev3r,998580,0.77,5069,11292
xunnguyn6248,998580,0.83,31941,11292
foodee_l435v7m5,998580,0.83,10451,11292
truongbaohan0404,998580,0.47,30113,11292
dogbear97,998580,0.86,6277,11292
foodee_e3b07a0d,998580,0.88,9522,11292
foodee_4onww6i5,998580,0.85,7895,11292
foodee_bdd48eac,998580,0.86,9033,11292
foodee_ahc6c8qq,998580,0.9,8881,11292
n.h.nguyenptit,998580,0.95,20326,11292
nancy2910,998580,0.83,20483,11292
vanquangtb_101,998580,0.96,30860,11292
de0rpnb,998580,0.83,5871,11292
foodee_4onww6i5,998580,0.81,7895,11292
o0o_iloveu_becauseiloveu_o0o,998580,0.78,23345,11292
foodee_ahc6c8qq,998580,0.79,8881,11292
foodee_emeuioki,998580,0.56,9624,11292
therockdx,998580,0.82,27561,11292
foodee_sah96ys0,998580,0.97,11300,11292
thuynga1907,998580,0.87,28359,11292
arilangka,998580,0.76,3134,11292
chym_ds_luv_s30_4ev3r,998580,0.77,5069,11292
xunnguyn6248,998580,0.83,31941,11292
foodee_l435v7m5,998580,0.83,10451,11292
truongbaohan0404,998580,0.47,30113,11292
dogbear97,998580,0.86,6277,11292
foodee_e3b07a0d,998580,0.88,9522,11292
foodee_4onww6i5,998580,0.85,7895,11292
foodee_bdd48eac,998580,0.86,9033,11292
foodee_ahc6c8qq,998580,0.9,8881,11292
n.h.nguyenptit,998580,0.95,20326,11292
nancy2910,998580,0.83,20483,11292
vanquangtb_101,998580,0.96,30860,11292
de0rpnb,998580,0.83,5871,11292
foodee_4onww6i5,998580,0.81,7895,11292
o0o_iloveu_becauseiloveu_o0o,998580,0.78,23345,11292
foodee_ahc6c8qq,998580,0.79,8881,11292
foodee_emeuioki,998580,0.56,9624,11292
therockdx,998580,0.82,27561,11292
foodee_sah96ys0,998580,0.97,11300,11292
thuynga1907,998580,0.87,28359,11292
foodee_qz0lof6n,791770,0.98,11151,9728
foodee_qz0lof6n,791770,0.98,11151,9728
a.nguyen,791770,0.96,2417,9728
mailoan3607,791770,0.87,18825,9728
foodee_dt41jz2c,791770,0.85,9466,9728
Hangnguyen24788,791770,0.99,931,9728
foodee_7own4raf,791770,0.75,8391,9728
nguyenquynh18395,791770,0.74,21894,9728
wintery,791770,0.87,31750,9728
nhung10392,791770,0.79,22856,9728
manhtoan.saigonngoisao,791770,0.79,18981,9728
trinhtaylor,791770,0.5,29827,9728
HongPhuongChu3101,791770,0.96,1021,9728
HaiVi,791770,0.91,908,9728
vongthitron,791770,0.86,31312,9728
ngocdiemlk,791770,0.84,21017,9728
janet.nhmt,791770,0.92,15534,9728
lehongduc1811,791770,0.81,17270,9728
foodee_cbb49bf6,791770,0.95,9207,9728
foodee_92tvamic,791770,0.78,8622,9728
foodee_s5yypye2,916747,1.0,11285,10633
foodee_wtg7j50h,916747,0.98,11863,10633
foodee_3vehy0l0,916747,0.94,7736,10633
lyginthanh,916747,0.92,18601,10633
foodee_ec0uxywt,916747,0.89,9586,10633
foodee_mk1sutan,916747,0.99,10619,10633
foodee_375pn4r6,916747,0.89,7617,10633
foodee_0b544f3a,916747,0.97,7147,10633
1nguyenvantoan,916747,0.14,405,10633
foodee_nm480meu,916747,0.74,10728,10633
foodee_0b544f3a,916747,0.96,7147,10633
foodee_dabamhoi,916747,0.88,9380,10633
foodee_tzag1iu2,916747,1.0,11484,10633
foodee_idlgtcg4,916747,0.92,10130,10633
foodee_vtc0focm,916747,0.91,11724,10633
foodee_pq3s2eja,916747,0.92,10996,10633
foodee_9a843d19,916747,0.91,8673,10633
foodee_ikl4mx2i,916747,0.88,10155,10633
foodee_59b1b030,916747,0.97,7975,10633
Lyne9,916747,1.0,1355,10633
tuhoanh88,916747,0.93,30346,10633
foodee_57d7e8d8,916747,0.92,7968,10633
nhanshinichi,916747,0.94,22435,10633
hinphan553721925,1022855,0.97,13660,231
hinphan553721925,1022855,0.97,13660,231
hinphan553721925,1022855,0.99,13660,231
qanhtran122,1022855,0.77,25024,231
foodee_qz0lof6n,1022855,0.96,11151,231
foodee_ygsbz57s,1022855,0.8,12028,231
livetolove2603,998258,0.94,18018,11288
livetolove2603,998258,0.94,18018,11288
foodee_8c9f9gbk,998258,0.85,8513,11288
foodee_ku1yhv9g,998258,0.95,10420,11288
foodee_rgynw5kb,998258,0.98,11211,11288
foodee_w3unzrgg,998258,0.99,11769,11288
foodee_w3unzrgg,998258,0.99,11769,11288
foodee_y58fzcaf,998258,0.98,11994,11288
thanh0937886862,998258,0.97,26984,11288
foodee_4fnc84vq,998258,0.95,7868,11288
foodee_qx0trkst,998258,0.94,11144,11288
foodee_da527s07,998258,0.99,9379,11288
foodee_8c9f9gbk,998258,0.84,8513,11288
thanh0937886862,998258,0.95,26984,11288
foodee_mtnsok51,998258,0.95,10643,11288
foodee_lima8xxj,1023139,0.97,10484,235
foodee_89ykzgl2,1023139,1.0,8489,235
foodee_lima8xxj,1023139,0.97,10484,235
foodee_svkuaitx,1023139,0.87,11365,235
seandytran,1023139,0.43,25956,235
foodee_auzhmqeq,1023139,0.91,8928,235
kimchivuong,1023139,0.87,16456,235
foodee_ku1yhv9g,1023139,0.91,10420,235
mailoan3607,1023139,0.78,18825,235
foodee_da527s07,1023139,0.96,9379,235
foodee_tsvkaefh,1023139,0.98,11457,235
foodee_vbggwik9,1023139,0.93,11660,235
foodee_j9hwljpk,1023139,0.97,10240,235
foodee_8c9f9gbk,1023139,0.99,8513,235
foodee_da527s07,892385,0.91,9379,10424
foodee_da527s07,892385,0.92,9379,10424
foodee_da527s07,892385,0.92,9379,10424
foodee_da527s07,892385,0.92,9379,10424
lee_aime_toan,892385,0.76,17206,10424
foodee_1ez6h0mz,892385,0.82,7341,10424
haiarchi,892385,0.93,12866,10424
foodee_1ez6h0mz,892385,0.65,7341,10424
foodee_ifzdstni,892385,0.88,10139,10424
foodee_uhwqctx3,892385,0.95,11551,10424
foodee_1ez6h0mz,892385,0.73,7341,10424
cuppymnt,892385,0.85,5496,10424
cachepkois,892385,0.95,4369,10424
foodee_tjbmji0f,892385,0.98,11436,10424
cuppymnt,892385,0.86,5496,10424
foodee_wago2kzr,892385,0.49,11789,10424
foodee_tjbmji0f,892385,0.98,11436,10424
cachepkois,892385,0.98,4369,10424
foodee_4m5ik14t,892385,0.98,7889,10424
foodee_vliqsuef,892385,0.83,11696,10424
foodee_4m5ik14t,892385,1.0,7889,10424
thanh0937886862,892385,0.96,26984,10424
dothihoangmai1985,892385,0.26,6382,10424
frnalish_1992,892385,0.49,12327,10424
loandba,892385,0.63,18099,10424
vtpqn,892385,0.67,31391,10424
honghanhtran.92,892385,0.8,14456,10424
anniehth87,892385,0.62,3051,10424
foodee_50gz4iou,892385,0.83,7928,10424
thanh0937886862,892385,1.0,26984,10424
foodee_ifzdstni,892385,0.85,10139,10424
kimchids10,892385,0.42,16454,10424
Thuynguyen.vn,892385,0.64,2072,10424
foodee_hn92spd2,892385,0.76,10046,10424
cindy_po06,892385,0.92,5073,10424
binbeo1320,892385,0.82,3850,10424
zhidkovazhidkova,888905,0.99,32284,10399
zhidkovazhidkova,888905,0.99,32284,10399
foodee_nzv5en05,888905,0.95,10783,10399
zhidkovazhidkova,888905,0.99,32284,10399
foodee_w3unzrgg,888905,0.99,11769,10399
foodee_da527s07,888905,0.87,9379,10399
foodee_2z7w0nej,888905,0.94,7565,10399
ngmeiex,888905,0.89,20879,10399
kiettuan240790,888905,0.82,16358,10399
Trantrang12,888905,0.85,2162,10399
foodee_dt41jz2c,888905,0.81,9466,10399
mialan,888905,0.1,19236,10399
foodee_svkuaitx,888905,0.85,11365,10399
foodee_piun6ej0,888905,0.95,10966,10399
foodee_qx0trkst,888905,0.89,11144,10399
binhdiem81,888905,0.38,3871,10399
thanh0937886862,888905,1.0,26984,10399
foodee_hv5vuok6,888905,0.85,10075,10399
foodee_qx0trkst,888905,0.91,11144,10399
foodee_wlupnv3z,888905,0.91,11831,10399
foodee_tjbmji0f,888905,0.98,11436,10399
dquynh122,888905,0.26,6404,10399
foodee_6tyaoijw,888905,0.83,8244,10399
foodee_uvnnhljw,888905,0.37,11602,10399
foodee_pmfl2au7,888905,0.81,10982,10399
nhanshinichi,888905,0.65,22435,10399
foodee_dt41jz2c,888905,0.77,9466,10399
foodee_psdc8zom,888905,0.14,11006,10399
foodee_n5j47n2o,888905,0.3,10677,10399
foodee_psdc8zom,888905,0.37,11006,10399
nhanshinichi,888905,0.42,22435,10399
foodee_xnw59ymt,888905,0.51,11948,10399
foodee_dt41jz2c,888905,0.81,9466,10399
foodee_8724q5ja,888905,0.87,8461,10399
Tien266,888905,0.81,2083,10399
foodee_xzbpnkuz,888905,0.84,11983,10399
foodee_piun6ej0,888905,0.83,10966,10399
foodee_tjbmji0f,888905,0.79,11436,10399
foodee_mtnsok51,888905,0.76,10643,10399
lyly3264,888905,0.87,18614,10399
foodee_4f3qef5v,888905,0.83,7861,10399
foodee_piun6ej0,888905,0.91,10966,10399
oscarsaigonhotel52,888905,0.77,23482,10399
foodee_tjbmji0f,888905,0.8,11436,10399
thanh0937886862,888905,0.97,26984,10399
foodee_tjbmji0f,888905,0.8,11436,10399
foodee_umxbgb4n,888905,0.83,11565,10399
thanh0937886862,888905,0.88,26984,10399
comayman,1039368,0.79,5233,433
sakuradethuong_1702,21726,0.7,25789,2738
June2696,21726,0.71,1126,2738
ldhnguyen.trucchiart,21726,0.78,17092,2738
hanghale,773720,0.94,13051,9383
trinhd5426,773720,0.82,29787,9383
min'sangela,675616,0.9,19330,6962
janglinh,675616,0.86,15538,6962
Tratacushihue,939126,0.92,2164,10820
tuanpn14-031,939126,0.93,30314,10820
duchung4793,939126,0.84,6478,10820
zaugamong,939126,0.95,32255,10820
anhquanvo112004,939126,1.0,2875,10820
foodee_hinunvsd,949275,0.93,10032,10912
nguyntingiang,949275,0.92,22332,10912
sa.dyen.54,949275,0.92,25766,10912
haiphamqh11,949275,0.93,12916,10912
robertphanvn,658026,0.64,25631,6449
bn131999,949275,0.89,3985,10912
ynhi4953,949275,0.83,32138,10912
foodyuser_80402a85,949275,0.9,12259,10912
trang76538,744181,0.84,29243,8739
Anle23,744181,0.76,520,8739
lehaminhnhat13,744181,0.62,17238,8739
Viethang8319989114,744181,0.89,2293,8739
kathy1312,744181,0.79,15861,8739
nhuynguyenbui,744181,0.84,22958,8739
bao113nhat,744181,0.81,3380,8739
cuarangme106,744181,0.72,5407,8739
linhtinh1234567890,744181,0.75,17940,8739
qho012,744181,0.66,25029,8739
khanhnmn25,744181,0.79,16147,8739
anan1107,744181,0.92,2624,8739
ynhi4953,744181,0.7,32138,8739
ruby.eva291996,146812,0.62,25711,1067
ductruong99,146812,0.68,6520,1067
lethithanhtam612,146812,0.87,17507,1067
chaunguyenbach,146812,0.85,4726,1067
tiennguyen.709,146812,0.82,28561,1067
ynhi4953,146812,0.86,32138,1067
kokawind,146812,0.67,16681,1067
ToanXeko,146812,0.65,2100,1067
my_forever_95,146812,0.78,20153,1067
sucharu119,146812,0.84,26414,1067
my_forever_95,146812,0.76,20153,1067
thuscar81,146812,0.68,28131,1067
sucharu119,146812,0.83,26414,1067
sucharu119,146812,0.81,26414,1067
my_forever_95,146812,0.81,20153,1067
my_forever_95,146812,0.79,20153,1067
phung80,146812,0.89,24354,1067
em30691,146812,0.83,6885,1067
baobinh921,146812,0.72,3398,1067
somakikyo,230743,0.49,26232,3035
JiakSama,230743,0.78,1109,3035
Oiongeoo,230743,0.59,1693,3035
phuongnhulee,230743,0.5,24588,3035
